Nom,Type de whisky,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Iodé,Fruité,Floral/Végétal,Malté,Organique,Vivacité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
"THE BALVENIE 26 ANS A DAY OF DARK BARLEY 47,8%",SINGLE MALT,47.8,THE BALVENIE,ROYAUME-UNI,690.0,10,6,0,6,2,10,0,4,4,Ambré Foncé,"Malté, Céréales, Vanille, Caramel, Miellé, Sucre Roux, Torréfié","Ample, Sirupeux, Malté, Torréfié, Boisé, Agrumes, Épices, Chocolat Noir, Vanille, Toffee",26,"La gamme Stories revêt un caractère particulier chez The Balvenie. Il s'agit d'un moyen de raconter l'Histoire de la distillerie à travers des artisanats particuliers : le parcours des fûts de bourbon utilisés pour le vieillissement du 12 ans ou encore la tourbe utilisée pour fumer le 14 ans. Ce 26 ans s'inscrit dans cette nouvelle gamme en mettant en avant l'artisanat du maltage avec de l'orge toasté. On combine ainsi un pratique rare dans le whisky, à un long vieillissement de prêt de trois décennies. Le corsé de l'orge toasté se marie à merveille avec les épices et la finesse d'un compte d'âge aussi élevé.
La distillerie The Balvenie a su développer une réputation des plus reconnues à travers le monde grâce à 3 piliers principaux : une histoire longue de plus d'un siècle, un savoir-faire artisanal préservé et des hommes passionnés. C'est en 1892 que la distillerie The Balvenie est fondée par William Grant. Aujourd'hui, la distillerie est un icône de l'Écosse. Par exemple, c'est l'une des dernières du pays à avoir ses propres champs, sa propre aire de maltage, ses propres ateliers de réparation pour les alambics, et sa tonnellerie. Autant dire que cela permet un contrôle unique sur l'ensemble du processus, et sur la qualité des whiskies créés.
En plus de ces outils techniques, la distillerie peut compter sur des artisanats qui s'évertuent à faire perdurer ce savoir-faire. David C. Stewart est la figure de The Balvenie. Il est le Maitre de Chai, et le protecteur du style de la distillerie, qu'il a intégré en 1962 ! L'une des plus anciennes figures du whisky écossais.",https://vandb.fr/the-balvenie-26-ans-a-day-of-dark-barley-47-8-.html
THE MACALLAN 18 ANS TRIPLE CASK 43%,SINGLE MALT,43.0,MACALLAN,ECOSSE,290.0,10,6,0,8,10,6,0,4,4,Ambré,"Floral, Jasmin Rose, Fruits Exotiques,, Fumé","Agrumes, Épices Douces, Fumé",18,"Il ne fait aucun doute que The Macallan est l'une des distilleries les plus reconnues du pays. Ce n'est pas pour rien qu'il s'agit du whisky préféré de James Bond !
Fondé en 1823 dans le Speyside, la distillerie a su développer un savoir-faire unique. Et ce, notamment grâce à un partenariat ancestral avec les meilleurs producteurs de Xérès en Espagne, leur offrant des fûts de la meilleure qualité. Durant près de deux siècles, The Macallan a développé son image de marque luxueuse, et de producteur de whiskies d'exception. La gamme permanente est divisée en 4 comptes d'âges 12,15,18 et 21, eux-mêmes divisés en 3 vieillissements : Double Oak, Triple Oak, Sherry Oak.
Nous sommes ici en présence du 18 ans, qui a pu profiter d'un triple vieillissement en fûts de sherry de chêne américain, en fûts de sherry de chêne espagnol et en fûts de bourbon de chêne américain. On obtient ainsi un whisky très aromatique, avec un fruité explosif, et une finesse remarquable grâce à son long vieillissement.",https://vandb.fr/the-macallan-18-ans-triple-cask-43-.html
THE BALVENIE 21 ANS SINGLE BARREL 47.8%,SINGLE MALT,47.8,THE BALVENIE,ROYAUME-UNI,240.0,10,0,0,10,10,8,0,4,8,Doré Foncé,"Floral, Fruité, Muguet, Fleurs Blanches, Fruits du Vergers, Croquant, Céréalier, Épicé, Cardamome, Boisé élégant","Gourmande, Ronde, Maltée, Fruits Croquants, Pomme, Vanille, Miel, Cacao, Épices Chaleureuses, Coco",21,"La distillerie The Balvenie a su développer une réputation des plus reconnues à travers le monde grâce à 3 piliers principaux : une histoire longue de plus d'un siècle, un savoir-faire artisanal préservé et des hommes passionnés. C'est 1892 que la distillerie The Balvenie est fondée par William Grant. Aujourd'hui, la distillerie est un icône de l'Écosse. Par exemple, c'est l'une des dernières du pays à avoir ses propres champs, sa propre aire de maltage, ses propres ateliers de réparation pour les alambics, et sa tonnellerie. Autant dire que cela permet un contrôle unique sur l'ensemble du processus, et sur la qualité des whiskies créés.
En plus de ces outils techniques, la distillerie peut compter sur des artisanats qui s'évertuent à faire perdurer ce savoir-faire. David C. Stewart est la figure de The Balvenie. Il est le Maitre de Chai, et le protecteur du style de la distillerie, qu'il a intégré en 1962 ! L'une des plus anciennes figures du whisky écossais.
Cette référence inédite s'inscrit dans la gamme Single Barrel, qui permet de mettre l'accent sur les Single Cask. On découvre ainsi le travail de la distillerie de la manière la plus pure. Ici, seuls des fûts de Chênes Américains sont utilisés. On obtient ainsi un lot de bouteilles (environ 300) uniques, chaque fût offrant ses propres variations gustatives. On comprends alors mieux l'impact du temps grâce à ce type d'embouteillage. Une fois encore, The Balvenie nous offre un whisky d'une précision magnifique !
Rendez-vous sur l'étiquette pour connaître le batch et le numéro de bouteille unique de votre bouteille !",https://vandb.fr/the-balvenie-21-ans-single-barrel-47-8-.html
MARS COSMO WINE CASK FINISH 43%,BLENDED MALT,43.0,MARS,JAPON,95.0,10,0,0,10,2,6,0,4,2,Cuivre,"Fruité, Fruits Rouges, Fruits Noirs, Figue, Banane sèche, Tanins, Épices Douces","Miel, Cassonade, Fruits Noirs, Tannins Délicats, Pêches, Boisé Fin",0,"Chaque année, la distillerie Shinshu, située au cœur des ""Alpes Japonaises"" dévoile une édition limitée offrant un twist par rapport à la gamme permanente.
Celle-ci fût fondée en 1985, avant de s'éteindre pour plusieurs années, pour rouvrir en 2011. Depuis, la petite distillerie s'est inscrite dans le panorama des whiskies japonais avec un travail artisanal d'exception.
Ainsi, cette année voit arriver le Wine Cask Finish, qui comme son nom l'indique, a été vieilli en fûts de vin rouge durant 1 an. On découvre ainsi un whisky malté, enrobé de délicats arômes de vin, à savoir des fruits noirs, ainsi qu’un aspect tannique délicat qui s’équilibre parfaitement avec les arômes de céréales.",https://vandb.fr/mars-cosmo-wine-cask-finish-43-.html
MARS TSUNUKI THE FIRST 59%,SINGLE MALT,59.0,MARS - TSUNUKI,JAPON,195.0,8,0,0,8,8,10,0,6,2,Doré,"Fruité, Agrumes, Fruits Exotiques, Vanille, Pain Frais, Grillé","Doux, Délicate, Herbacée, Végétale, Miellée, Maltée, Poivrée",4,"Le premier whisky Single Malt de la distillerie japonaise Tsunuki est arrivé ! C'est toujours un évènement de voir un Single Malt 100% Japonais débarquer sur le marché.
Après nous avoir offert Shinshu, le groupe Mars revient avec sa seconde jeune distillerie, fondée en 2016. Autant de dire que cet embouteillage est d'une rareté sans pareil ! Cette petite distillerie revêt un caractère très artisanal, avec seulement 500 litres de distillat par batch. Seulement 3 fûts par jour ! Vous comprendrez donc la rareté de ce premier Single Malt !
Et ce whisky est dans le pur style japonais, d'une finesse épicée, délicatement boisé. Son plus ? Un embouteillage brut de fût pour maximiser les saveurs ! Un Single Malt japonais d'exception.",https://vandb.fr/mars-tsunuki-the-first-59-.html
THE MACALLAN RARE CASK 43%,SINGLE MALT,43.0,MACALLAN,ECOSSE,319.0,10,0,0,8,4,6,0,2,6,Acajou,"Opulent, Riche, Vanille, Fruits Noirs, Raisins, Fruité, Pomme, Orange, Agrumes","Bois Précieux, Miellé, Riche, Vanille, Chocolat, Agrumes",0,"Fondée en 1824 au cœur du Speyside, The Macallan a su développer l'image d'un des whiskies les plus luxueux d'Écosse et même du monde. The Macallan est la distillerie la plus représenté lors des ventes aux enchères, et les prix dépassent de loin les sommets. Une preuve du très grand engouement envers la distillerie.
C'est notamment grâce à un partenariat avec les plus grands producteurs de Xérès que la distillerie s'assure de la qualité des whiskies qu'elle produit.
The Macallan Rare Cask est la quintessence de ce style : l'influence gourmande, opulente, riche du Xérès. Il est le fruit de l'assemblage de 50 Sherry Butt d'exception, ayant été sélectionnés méticuleusement pour cet embouteillage.
Un whisky d'exception, une pièce de collection.",https://vandb.fr/the-macallan-rare-cask-43-.html
LAPHROAIG QUARTER CASK 48%,SINGLE MALT,48.0,LAPHROAIG,ECOSSE,51.9,6,8,0,0,0,0,0,4,8,Vieil or,"Toffee, caramel, boisé","Douceur, fumée",0,"La distillerie Laphroaig, bâtie en 1815, se situe sur Islay. C’est une des seules distilleries à malter une partie de son orge et à avoir sa propre tourbière sur l'île.
Ce jeune whisky Laphroaig titrant 48% bénéficie d’une double maturation en ex-bourbon avec une finition dans des barriques de petite taille (128L) Ces barriques appelées « quarter cask » augmentent l’échange whisky/bois et confère à ce single malt une rondeur et un fruité qui balancent et intègrent une tourbe portée sur l’iode.
Un whisky très équilibré qui marie à merveille les arômes de fleurs et de pommes à ceux de fumée et de varech pour une finale mentholée et médicinale.",https://vandb.fr/laphroaig-quarter-cask-48-.html
KOVAL BOURBON 47%,BOURBON,47.0,KOVAL,ETATS-UNIS,61.9,8,0,0,6,6,8,0,2,8,Jaune doré,"Céréales, Poire, ananas, fleur de courgette, pâtisserie","Vanillée, gingembre, cannelle, café, orange, pêche, mille-feuille, herbacé",0,"Fondée en 2008, Koval est la première distillerie construite à Chicago depuis le 19ème siècle ! C'est aujourd'hui une des pépites artisanales du pays. Malgré sa jeunesse, Robert et Soniat Birnecker, les propriétaires, ont réussi à construire une marque gage de qualité, de goût et de traçabilité.
Koval se veut unique : comme tous les bourbons, celui-ci doit être composé à 51% minimum de maïs, à quoi sont généralement ajoutés du blé ou du seigle. Ici, Koval a décidé de le marié à du millet en provenance d'Asie, pour plus d'onctuosité. La distillation est réalisée dans un alambic allemand dessiné sur-mesure, d'une capacité de 5 000 litres.
C'est ainsi que l'on obtient Koval Bourbon, un single cask aux notes gourmandes et riches, épicées et fruitées.
Un must-have pour tous les amateurs de whiskey américain, qui saura vous transporter au cœur des champs de maïs de la côte Est ! Yeeha !",https://vandb.fr/koval-bourbon-47-.html
PEAKY BLINDERS IRISH 40%,AUTRES,40.0,SADLER'S,IRLANDE,34.9,6,0,0,8,0,0,0,4,4,Or pale,"Chocolat, épices","Abricots, fruits secs, vanille, épices, cannelle",3,"Qui mieux que la famille Sadler pouvait nous offrir le whisky des Peaky Blinders ? A la tête d'une brasserie et d'une distillerie depuis le XXème siècle au cœur du Royaume-Uni, et produisant certains des meilleurs spiritueux du pays, il était logique de les voir produire une gamme de spiritueux à l'effigie du célèbre gang britannique du XIXème siècle.
Ce Blended Irish Whiskey est un assemblage de différents malts ayant profité d’un vieillissement exclusivement en fûts de sherry, lui offrant un style doux et fruité. Des arômes ronds de miel, de caramel, d'abricots et de pomme. L'apport du sherry est important avec une belle touche épicée, et des arômes de chocolat et de fruits à coque.",https://vandb.fr/peaky-blinders-irish-40-.html
"PITTYVAICH 30 ANS SPECIAL RELEASE 2020 50,8%",SINGLE MALT,50.8,PITTYVAICH,ECOSSE,469.0,8,0,0,8,8,6,6,4,6,Doré profond,"Fruité, Salade de Fruits, Ananas, Pomme Croquante, Pèche Mûre, Chocolat blanc, Vanille, Caramel, Végétal, Herbacé, Herbe Fraiche","Ronde, Fruits Tropicaux, Crémeux, Boisé, Épices Douces, Biscuits, Herbacé, Herbe Fraîche, Houblon",30,"L'histoire de la distillerie Pittyvaich est très surprenante. Elle fût fondée en 1973, par Arthur Bell & Sons. Durant 18 ans, les alambics ont tournée, principalement pour des blends de Diageo, jusqu'en 1991 où des embouteillages officiels ont été réalisés. Mais en 1993, malgré une infrastructure très moderne, la distillerie ferma ses portes. Aujourd'hui, les stocks restants appartiennent toujours à Diageo et sont mis en avant lors des embouteillages limités, comme cette collection Special Release.
Contrairement au 29 ans de 2019, cet embouteillage est vieilli en fûts de Bourbon, offrant un whisky d'une grande pureté, très fruité, sur les fruits exotiques, et la vanille.
La série des Special Release de Diageo est un rendez-vous annuel pour tous les amateurs de whisky . Chaque année, le géant de spiritueux dévoile une série d'embouteillage en brut de fût, offrant des whiskies aux caractéristiques uniques. Bien-sûr, c'est en édition limitée !",https://vandb.fr/pittyvaich-30-ans-special-release-2020-50-8-.html
POWER'S IRISH SIGN RELEASE,AUTRES,46.0,MIDLETON,IRLANDE,46.9,6,0,0,10,6,0,0,4,4,Ambre,"Menthe, bergamote, muscade, figue, poivre, vanille","Vanille, chêne, réglisse, cannelle, melon, fruits du verger",0,"C'est en 1791 que James Power lance la distillerie Johns Lane. Plus de deux siècles plus tard, le savoir-faire est toujours le même : une triple distillation en pot still, un assemblage d'orge maltée et non maltée... Le pur style irlandais. Mais Power's se différencie par une coupe des distillats plus courte, garantissant ainsi un whisky irlandais à la rondeur délicate.
Cette référence, la signature de la distillerie est ensuite vieilli en fûts de bourbon, avant de profiter d'une seconde maturation en fûts de sherry Oloroso. On obtient alors un whisky résolument épicé, vanillé et miellé.
Un joli moyen de découvrir les Irish Whiskey triple-distillés en Pot Still !",https://vandb.fr/power-s-irish-sign-release.html
GLEN MORAY 10 ANS FIRED OAK 40%,SINGLE MALT,40.0,GLEN MORAY,ECOSSE,38.5,6,0,0,8,0,4,0,2,6,Or,"Bois, Vanille, Caramel","Agrumes, Fruits Rouges, Vanille",10,"La distillerie Glen Moray est un grand classique du whisky écossais. Située à Elgin, au cœur du Speyside, elle est reconnue depuis plus de 120 ans pour ces whiskies d'une belle rondeur qui le rend très accessible. Depuis plus d'une décennie la distillerie est l'une des plus novatrices en termes de vieillissement, avec des affinages en fûts de Calvados, de vins blancs et rouges, de bières...
Avec cette référence Fired Oak, la distillerie du Speyside se tourne vers les États-Unis, avec un premier vieillissement de 10 ans en fûts de bourbon, puis en fûts de chênes neufs ayant bénéficié d'un toastage très élevé. Cet traitement particulier développe aussi bien la rondeur du whisky, que son caractère boisé et corsé, ainsi que le fruité.
Encore une fois, Glen Moray prouve son inventivité et sa maitrise de la production de whisky facile d'accès.",https://vandb.fr/glen-moray-10-ans-fired-oak-40-.html
GLENFIDDICH 30 ANS 43%,SINGLE MALT,43.0,GLENFIDDICH,ECOSSE,679.0,6,0,0,10,0,0,0,4,6,Reflets dorés,"Chêne, pomme, poire, caramel","figues, fruits rouges, boisé, chocolat, noisette",30,"30 ans, c'est la fleur de l'âge. L'expression peut également s'appliquer à ce whisky qui aura connu deux belles expériences pour y entrer : 55% de temps à se laisser vivre dans des fûts de bourbon et 45% du reste du temps à profiter de l'environnement fruité des fûts de sherry oloroso.
Un single malt qui a donc beaucoup à offrir avec une complexité prête à délecter tous les palais.
Le nez, d'abord boisé, évolue ensuite sur des notes de fruits du verger (coing, poire, pomme) puis des notes pâtissières (vanille, caramel).
La bouche, ample et généreuse, alterne entre les arômes boisés et les délicates notes de sherry. La finale est longue, sur des notes chocolatées et de fruits à coque.",https://vandb.fr/glenfiddich-30-ans-43-.html
BRENNE BIO 40%,SINGLE MALT,40.0,CONFIDENTIEL,FRANCE,57.9,6,0,4,10,4,0,4,4,2,Ambre profond,"Floral, passion, ananas, cannelle","Fleurs blanches, épices, fruits rouges, tabac blond, truffe, réglisse, minéral",0,"Brenne est un Single Malt français, distillé et vieilli en Poitou-Charente. Après une carrière de ballerine, Allison Parc décide de devenir entrepreneuse dans les spiritueux. C'est ainsi qu'elle lance la marque Brenne. Elle s'associe avec la troisième génération d'une famille de producteur de Cognac pour se lancer. Cela lui permet de pouvoir contrôler la production de la graine à l'embouteillage. Une attention particulière est apportée au terroir, afin d'offrir un vrai produit français.
Après la distillation, Brenne Bio est vieilli en fûts de chênes du Limousin puis en fûts de cognac. De quoi bien représenter la France !
Les jus âgés de 6 à 8 ans sont gourmands, riches et fruités. Une belle entrée en matière sur les whiskies français !",https://vandb.fr/brenne-bio-40-.html
